date;Euro;Amerikanske dollar;Britiske pund ;Svenske kroner
2017M08D24;7.437.900;6.300.100;8.084.700;782.000
2017M08D25;7.439.100;6.300.100;8.078.700;782.600
2017M08D28;7.439.300;6.238.400;8.057.500;781.800
2017M08D29;7.439.300;6.174.700;8.002.300;780.100
2017M08D30;7.439.100;6.243.000;8.064.400;782.300
2017M08D31;7.438.400;6.290.400;8.087.600;784.500
2017M09D01;7.437.800;6.239.800;8.078.000;784.800
2017M09D04;7.437.100;6.247.000;8.096.600;785.100
2017M09D05;7.438.100;6.255.800;8.107.800;785.500
2017M09D06;7.439.300;6.235.300;8.136.800;783.000
