date;Euro;Amerikanske dollar;Britiske pund ;Svenske kroner
2004M11D18;7.431.300;5.705.900;10.578.400;829.000
2004M11D19;7.430.600;5.707.100;10.597.000;828.400
2004M11D22;7.431.200;5.701.800;10.577.500;829.700
2004M11D23;7.431.000;5.677.300;10.623.300;830.600
2004M11D24;7.430.500;5.652.300;10.617.300;832.400
2004M11D25;7.429.100;5.622.600;10.603.900;832.300
2004M11D26;7.429.000;5.611.900;10.617.400;832.700
2004M11D29;7.428.700;5.607.800;10.597.300;832.700
2004M11D30;7.428.700;5.587.600;10.664.200;832.500
2004M12D01;7.430.300;5.589.200;10.744.400;831.200
2004M12D02;7.430.100;5.580.700;10.783.100;827.800
2004M12D03;7.430.000;5.586.500;10.766.600;830.100
2004M12D06;7.428.700;5.529.400;10.738.200;834.800
2004M12D07;7.429.200;5.521.100;10.757.600;834.100
2004M12D08;7.430.800;5.587.100;10.777.100;829.100
2004M12D09;7.431.200;5.585.300;10.740.300;826.200
2004M12D10;7.431.000;5.633.400;10.750.900;824.400
2004M12D13;7.430.300;5.600.200;10.733.600;828.600
2004M12D14;7.433.000;5.581.600;10.749.100;829.800
2004M12D15;7.434.000;5.554.800;10.756.000;826.300
2004M12D16;7.431.600;5.545.600;10.828.500;829.300
2004M12D17;7.431.800;5.603.000;10.835.900;825.900
2004M12D20;7.432.900;5.556.100;10.813.100;829.300
2004M12D21;7.433.800;5.550.100;10.737.800;828.800
2004M12D22;7.435.100;5.555.200;10.636.000;823.900
2004M12D23;7.437.600;5.527.300;10.605.400;823.900
2004M12D27;7.441.100;5.500.900;10.575.800;824.100
2004M12D28;7.440.900;5.458.000;10.582.200;828.000
2004M12D29;7.436.100;5.464.500;10.498.500;827.300
2004M12D30;7.438.100;5.467.600;10.493.900;825.000
2004M12D31;0.0000;0.0000;0.0000;0.0000
2005M01D03;7.437.100;5.506.100;10.515.500;828.600
2005M01D04;7.435.100;5.563.100;10.528.300;822.600
2005M01D05;7.439.600;5.625.800;10.554.900;823.200
2005M01D06;7.440.000;5.643.600;10.569.700;823.600
2005M01D07;7.439.900;5.636.300;10.586.100;823.900
2005M01D10;7.440.300;5.678.300;10.662.500;822.800
2005M01D11;7.439.700;5.660.600;10.626.600;824.100
2005M01D12;7.440.500;5.662.900;10.630.800;821.700
2005M01D13;7.440.400;5.623.000;10.583.800;822.300
2005M01D14;7.439.800;5.683.100;10.619.200;822.200
2005M01D17;7.440.800;5.686.500;10.582.800;822.800
2005M01D18;7.440.300;5.697.000;10.662.500;823.500
2005M01D19;7.439.800;5.686.600;10.680.900;823.900
2005M01D20;7.441.700;5.752.700;10.733.700;824.900
2005M01D21;7.441.700;5.740.700;10.702.900;821.700
2005M01D24;7.442.500;5.696.500;10.699.400;821.300
2005M01D25;7.442.300;5.713.900;10.699.100;820.500
2005M01D26;7.442.700;5.723.000;10.744.500;820.400
2005M01D27;7.442.400;5.713.500;10.756.500;819.800
2005M01D28;7.441.900;5.709.200;10.745.700;818.900
2005M01D31;7.441.700;5.709.000;10.766.300;817.300
2005M02D01;7.440.400;5.711.500;10.743.500;818.100
2005M02D02;7.441.600;5.697.600;10.749.100;819.900
2005M02D03;7.443.800;5.725.600;10.797.500;821.300
2005M02D04;7.443.500;5.744.300;10.814.300;819.300
2005M02D07;7.443.700;5.795.500;10.839.800;820.500
2005M02D08;7.441.400;5.830.000;10.822.300;818.800
2005M02D09;7.441.800;5.831.200;10.851.300;820.000
2005M02D10;7.441.900;5.824.500;10.812.800;818.600
2005M02D11;7.442.100;5.789.300;10.790.300;818.000
2005M02D14;7.443.900;5.740.600;10.830.600;818.300
2005M02D15;7.444.400;5.719.400;10.812.500;820.700
2005M02D16;7.442.900;5.707.700;10.765.700;820.100
2005M02D17;7.443.600;5.707.800;10.769.100;817.500
2005M02D18;7.443.600;5.708.700;10.801.900;818.800
2005M02D21;7.444.000;5.702.000;10.802.500;816.200
2005M02D22;7.443.200;5.641.800;10.767.000;818.000
2005M02D23;7.441.600;5.636.300;10.758.400;817.900
2005M02D24;7.441.300;5.611.800;10.723.100;820.100
2005M02D25;7.441.800;5.652.700;10.789.100;820.300
2005M02D28;7.443.000;5.614.400;10.790.900;821.700
2005M03D01;7.442.000;5.631.100;10.818.400;822.200
2005M03D02;7.443.300;5.681.500;10.851.900;821.300
2005M03D03;7.443.600;5.663.100;10.822.300;822.800
2005M03D04;7.443.800;5.675.800;10.825.800;822.000
2005M03D07;7.443.400;5.640.200;10.793.800;823.700
2005M03D08;7.444.800;5.620.400;10.806.800;822.600
2005M03D09;7.446.200;5.579.300;10.731.700;822.500
2005M03D10;7.445.900;5.552.900;10.691.200;821.000
2005M03D11;7.446.200;5.550.200;10.658.000;821.600
2005M03D14;7.446.700;5.568.900;10.677.800;820.600
2005M03D15;7.447.400;5.564.800;10.697.200;818.800
2005M03D16;7.447.200;5.568.800;10.700.000;819.300
2005M03D17;7.447.400;5.566.900;10.701.800;818.200
2005M03D18;7.447.800;5.608.700;10.740.200;817.100
2005M03D21;7.447.600;5.642.500;10.729.900;815.100
2005M03D22;7.448.000;5.653.100;10.730.400;815.000
2005M03D23;7.449.100;5.708.100;10.724.300;817.600
2005M03D24;0.0000;0.0000;0.0000;0.0000
2005M03D29;7.449.300;5.763.000;10.796.900;816.800
2005M03D30;7.449.300;5.755.500;10.832.200;815.700
2005M03D31;7.449.500;5.746.300;10.819.900;814.800
2005M04D01;7.450.200;5.749.100;10.850.100;812.600
2005M04D04;7.450.200;5.783.000;10.844.500;811.400
2005M04D05;7.450.000;5.815.800;10.890.200;811.900
2005M04D06;7.450.000;5.793.200;10.875.100;813.200
2005M04D07;7.449.300;5.764.400;10.836.900;814.300
2005M04D08;7.448.900;5.810.800;10.860.000;813.200
2005M04D11;7.449.100;5.742.900;10.852.400;812.300
2005M04D12;7.450.200;5.737.500;10.869.900;813.500
2005M04D13;7.450.000;5.765.400;10.902.200;814.100
2005M04D14;7.451.700;5.812.600;10.936.700;812.800
2005M04D15;7.453.100;5.792.000;10.928.300;812.000
2005M04D18;7.453.600;5.748.100;10.909.800;812.200
2005M04D19;7.452.900;5.734.800;10.948.900;810.100
2005M04D20;7.451.800;5.710.600;10.937.600;810.700
2005M04D21;7.449.400;5.704.900;10.879.000;811.000
2005M04D22;0.0000;0.0000;0.0000;0.0000
2005M04D25;7.449.000;5.745.000;10.976.200;813.900
2005M04D26;7.448.900;5.738.300;10.935.800;814.500
2005M04D27;7.447.200;5.764.100;10.958.200;814.800
2005M04D28;7.447.000;5.770.600;10.995.100;814.700
2005M04D29;7.446.000;5.746.700;10.990.400;811.100
2005M05D02;7.445.400;5.788.200;11.009.800;809.300
2005M05D03;7.444.300;5.790.500;10.948.300;807.000
2005M05D04;7.443.900;5.746.900;10.918.800;811.600
2005M05D06;7.443.300;5.749.100;10.913.100;812.300
2005M05D09;7.441.200;5.802.600;10.918.900;810.400
2005M05D10;7.441.900;5.789.600;10.899.100;808.900
2005M05D11;7.443.300;5.778.100;10.880.400;809.000
2005M05D12;7.442.800;5.827.900;10.892.400;808.100
2005M05D13;7.442.700;5.890.500;10.942.700;808.400
2005M05D17;7.443.000;5.890.300;10.828.500;806.700
2005M05D18;7.445.700;5.899.500;10.816.700;807.900
2005M05D19;7.446.200;5.890.000;10.835.600;810.200
2005M05D20;7.447.000;5.907.000;10.837.500;810.500
2005M05D23;7.449.100;5.936.500;10.854.000;811.400
2005M05D24;7.448.400;5.903.500;10.831.700;811.300
2005M05D25;7.446.800;5.927.100;10.826.200;811.300
2005M05D26;7.443.800;5.944.100;10.828.900;809.100
2005M05D27;7.443.400;5.930.500;10.833.100;809.300
2005M05D30;7.442.700;5.967.500;10.866.000;811.000
2005M05D31;7.442.300;6.035.400;10.991.400;812.400
2005M06D01;7.440.400;6.084.700;11.015.500;814.000
2005M06D02;7.440.500;6.067.400;11.017.300;812.900
2005M06D03;7.439.900;6.054.100;11.010.700;813.900
2005M06D06;7.439.500;6.062.200;11.024.700;814.300
2005M06D07;7.442.700;6.058.400;11.082.900;815.200
2005M06D08;7.444.600;6.040.700;11.095.600;809.800
2005M06D09;7.445.700;6.083.600;11.091.500;809.200
2005M06D10;7.444.800;6.087.800;11.105.000;807.200
2005M06D13;7.441.200;6.169.100;11.134.500;803.000
2005M06D14;7.440.700;6.144.300;11.113.800;801.500
2005M06D15;7.443.800;6.167.700;11.165.100;803.500
2005M06D16;7.442.900;6.143.500;11.198.200;802.500
2005M06D17;7.445.200;6.114.100;11.148.800;805.700
2005M06D20;7.445.500;6.097.900;11.136.800;806.900
2005M06D21;7.446.900;6.158.500;11.206.800;806.200
2005M06D22;7.446.900;6.148.900;11.195.800;803.200
2005M06D23;7.448.300;6.173.000;11.244.400;794.600
2005M06D24;7.448.000;6.164.500;11.233.800;792.200
2005M06D27;7.449.100;6.123.900;11.200.000;794.800
2005M06D28;7.449.400;6.159.100;11.208.800;793.100
2005M06D29;7.449.100;6.179.800;11.169.700;789.700
2005M06D30;7.451.500;6.162.300;11.052.400;790.500
2005M07D01;7.454.100;6.167.000;10.978.100;785.800
2005M07D04;7.452.400;6.265.700;11.016.900;786.600
2005M07D05;7.452.800;6.271.800;11.002.900;789.900
2005M07D06;7.453.400;6.256.500;10.985.100;795.500
2005M07D07;7.454.100;6.234.100;10.880.300;790.600
2005M07D08;7.454.600;6.262.300;10.862.000;790.600
2005M07D11;7.456.100;6.210.300;10.837.400;787.000
2005M07D12;7.457.200;6.129.500;10.836.600;788.600
2005M07D13;7.461.000;6.123.600;10.814.600;794.900
2005M07D14;7.458.600;6.181.000;10.865.500;795.100
2005M07D15;7.459.600;6.178.700;10.870.900;792.300
2005M07D18;7.460.400;6.189.100;10.813.000;795.900
2005M07D19;7.462.000;6.236.500;10.848.300;791.700
2005M07D20;7.462.800;6.186.500;10.748.700;792.100
2005M07D21;7.463.800;6.124.400;10.723.900;789.200
2005M07D22;7.461.500;6.144.700;10.734.400;789.300
2005M07D25;7.460.400;6.183.500;10.743.700;791.900
2005M07D26;7.460.400;6.223.700;10.819.200;789.500
2005M07D27;7.461.600;6.223.200;10.809.200;790.500
2005M07D28;7.461.000;6.166.100;10.802.100;793.700
2005M07D29;7.459.100;6.168.100;10.821.300;793.100
2005M08D01;7.460.500;6.105.700;10.790.400;794.300
2005M08D02;7.460.000;6.106.200;10.822.600;796.000
2005M08D03;7.461.000;6.061.900;10.795.800;795.400
2005M08D04;7.460.900;6.056.400;10.752.900;798.900
2005M08D05;7.461.600;6.024.200;10.726.900;799.400
2005M08D08;7.461.500;6.031.900;10.788.800;800.200
2005M08D09;7.461.700;6.033.600;10.768.800;797.300
2005M08D10;7.461.900;6.028.800;10.808.900;797.700
2005M08D11;7.461.100;6.014.600;10.840.700;800.300
2005M08D12;7.461.800;5.990.000;10.865.400;802.200
2005M08D15;7.461.900;6.030.300;10.915.600;801.800
2005M08D16;7.461.700;6.060.000;10.949.700;801.600
2005M08D17;7.458.800;6.066.000;10.980.100;799.400
2005M08D18;7.455.900;6.104.900;11.004.200;799.700
2005M08D19;7.455.100;6.119.300;10.989.200;798.000
2005M08D22;7.456.000;6.096.000;10.994.600;796.100
2005M08D23;7.458.100;6.096.700;10.964.600;796.200
2005M08D24;7.459.200;6.108.600;10.963.800;799.200
2005M08D25;7.457.300;6.076.700;10.934.500;799.200
2005M08D26;7.458.200;6.060.100;10.938.200;799.500
2005M08D29;7.460.700;6.071.000;10.945.900;800.600
2005M08D30;7.458.400;6.123.000;10.924.100;798.700
2005M08D31;7.458.200;6.114.300;10.921.400;798.500
2005M09D01;7.458.400;6.020.700;10.914.500;799.200
2005M09D02;7.456.600;5.945.800;10.936.600;802.600
2005M09D05;7.456.000;5.946.700;10.988.100;802.200
2005M09D06;7.456.100;5.973.000;11.018.300;800.700
2005M09D07;7.457.400;5.989.400;11.013.700;799.500
2005M09D08;7.456.400;6.004.500;11.026.900;800.000
2005M09D09;7.454.400;6.004.300;11.037.800;798.400
2005M09D12;7.455.200;6.054.700;11.055.400;803.100
2005M09D13;7.456.200;6.073.800;11.061.000;801.000
2005M09D14;7.456.400;6.055.200;11.072.800;798.900
2005M09D15;7.456.000;6.100.000;11.021.400;800.300
2005M09D16;7.457.400;6.091.200;11.023.500;799.200
2005M09D19;7.457.900;6.143.800;11.084.900;799.300
2005M09D20;7.459.400;6.137.400;11.077.200;798.700
2005M09D21;7.459.100;6.101.500;11.049.700;799.100
2005M09D22;7.460.800;6.103.400;10.992.800;797.000
2005M09D23;7.461.100;6.157.000;10.996.500;796.400
2005M09D26;7.461.700;6.202.100;10.990.100;797.400
2005M09D27;7.462.200;6.215.900;10.969.800;794.900
2005M09D28;7.461.700;6.199.000;10.957.000;794.800
2005M09D29;7.462.600;6.186.400;10.932.600;796.300
2005M09D30;7.462.400;6.197.000;10.942.700;800.100
2005M10D03;7.462.800;6.253.900;10.974.700;801.700
2005M10D04;7.462.700;6.251.200;10.997.200;800.600
2005M10D05;7.462.400;6.246.300;11.008.100;802.300
2005M10D06;7.461.300;6.186.300;10.944.300;801.400
2005M10D07;7.461.800;6.144.400;10.861.400;799.100
2005M10D10;7.462.400;6.173.400;10.842.600;797.800
2005M10D11;7.462.200;6.207.100;10.869.900;799.400
2005M10D12;7.462.700;6.214.800;10.870.600;798.100
2005M10D13;7.462.600;6.229.200;10.895.900;796.300
2005M10D14;7.463.100;6.219.800;10.888.700;790.800
2005M10D17;7.463.100;6.207.900;10.901.400;788.700
2005M10D18;7.463.200;6.252.200;10.908.700;788.000
2005M10D19;7.462.800;6.245.000;10.973.900;788.100
2005M10D20;7.462.900;6.243.500;11.028.400;788.500
2005M10D21;7.461.200;6.211.500;11.019.300;786.200
2005M10D24;7.460.100;6.245.900;11.037.300;782.800
2005M10D25;7.459.400;6.207.400;11.024.000;786.200
2005M10D26;7.460.100;6.186.300;10.974.000;785.900
2005M10D27;7.460.800;6.150.700;10.981.500;785.000
2005M10D28;7.461.300;6.147.100;10.958.000;783.000
2005M10D31;7.462.300;6.206.700;11.028.300;782.500
2005M11D01;7.462.600;6.214.700;10.990.600;779.100
2005M11D02;7.463.500;6.223.700;10.992.700;777.700
2005M11D03;7.464.000;6.198.800;11.004.800;776.300
2005M11D04;7.464.000;6.254.900;11.034.900;778.200
2005M11D07;7.464.000;6.312.600;11.032.400;777.100
2005M11D08;7.463.200;6.356.500;11.038.600;781.300
2005M11D09;7.461.300;6.356.500;11.048.900;780.100
2005M11D10;7.459.300;6.341.900;11.085.300;777.700
2005M11D11;7.457.800;6.375.800;11.079.800;777.800
2005M11D14;7.456.700;6.366.200;11.082.300;781.100
2005M11D15;7.457.200;6.391.700;11.077.200;774.200
2005M11D16;7.457.100;6.386.100;11.016.500;775.800
2005M11D17;7.456.000;6.377.000;10.972.800;775.600
2005M11D18;7.456.300;6.384.400;10.941.000;779.300
2005M11D21;7.459.400;6.315.600;10.861.900;779.300
2005M11D22;7.460.500;6.376.000;10.896.800;781.800
2005M11D23;7.461.000;6.335.800;10.898.300;784.000
2005M11D24;7.461.600;6.332.500;10.917.600;784.500
2005M11D25;7.460.000;6.341.900;10.916.000;788.200
2005M11D28;7.457.000;6.359.400;10.878.200;788.400
2005M11D29;7.455.100;6.321.600;10.894.500;784.600
2005M11D30;7.453.700;6.333.300;10.926.800;782.400
2005M12D01;7.453.600;6.346.200;10.964.400;783.200
2005M12D02;7.452.400;6.371.200;11.000.700;790.600
2005M12D05;7.452.100;6.333.100;11.002.700;790.700
2005M12D06;7.450.400;6.323.000;10.971.800;793.800
2005M12D07;7.449.300;6.361.500;11.005.000;792.900
2005M12D08;7.449.100;6.332.100;11.036.500;790.600
2005M12D09;7.449.500;6.321.200;11.065.800;790.600
2005M12D12;7.448.700;6.246.300;11.046.600;789.000
2005M12D13;7.449.700;6.247.100;11.048.900;789.000
2005M12D14;7.450.200;6.198.200;10.983.600;789.200
2005M12D15;7.451.700;6.210.300;11.011.800;791.200
2005M12D16;7.452.100;6.218.900;11.000.200;786.200
2005M12D19;7.455.000;6.224.400;10.969.700;790.600
2005M12D20;7.457.200;6.237.700;10.995.600;794.300
2005M12D21;7.457.500;6.281.600;10.983.900;790.800
2005M12D22;7.458.900;6.309.300;10.952.900;790.700
2005M12D23;7.458.800;6.289.600;10.914.300;788.500
2005M12D27;7.460.500;6.294.700;10.923.900;787.400
2005M12D28;7.461.000;6.261.300;10.871.300;790.600
2005M12D29;7.458.700;6.307.600;10.836.400;792.600
2005M12D30;7.460.500;6.324.100;10.886.500;794.600
2006M01D02;7.460.100;6.308.200;10.866.900;793.800
2006M01D03;7.462.100;6.283.900;10.857.900;797.700
2006M01D04;7.461.800;6.175.500;10.843.300;797.900
2006M01D05;7.461.000;6.172.200;10.831.900;800.000
2006M01D06;7.460.400;6.169.200;10.831.000;801.000
2006M01D09;7.459.600;6.176.200;10.915.400;798.800
2006M01D10;7.458.500;6.182.400;10.915.400;797.400
2006M01D11;7.457.300;6.169.200;10.832.800;797.600
2006M01D12;7.460.300;6.158.900;10.897.300;799.400
2006M01D13;7.459.200;6.195.900;10.946.900;801.500
2006M01D16;7.461.300;6.160.300;10.885.300;799.800
2006M01D17;7.460.800;6.178.700;10.886.100;799.400
2006M01D18;7.460.900;6.153.300;10.869.600;799.700
2006M01D19;7.462.500;6.181.100;10.849.000;799.000
2006M01D20;7.462.400;6.183.600;10.890.000;802.100
2006M01D23;7.462.000;6.078.000;10.849.100;805.800
2006M01D24;7.460.800;6.079.500;10.847.300;804.900
2006M01D25;7.462.500;6.070.000;10.867.200;805.100
2006M01D26;7.463.200;6.090.400;10.880.900;806.700
2006M01D27;7.463.000;6.131.300;10.901.300;806.100
2006M01D30;7.463.900;6.177.700;10.917.700;809.000
2006M01D31;7.463.900;6.159.300;10.907.400;806.900
2006M02D01;7.464.600;6.173.200;10.967.700;808.300
2006M02D02;7.465.400;6.187.100;10.997.900;804.200
2006M02D03;7.464.600;6.189.000;10.991.900;804.500
2006M02D06;7.466.700;6.232.100;10.927.400;803.100
2006M02D07;7.467.400;6.236.900;10.887.000;802.300
2006M02D08;7.466.700;6.249.300;10.882.800;805.400
2006M02D09;7.465.300;6.235.600;10.849.100;806.000
2006M02D10;7.464.900;6.236.300;10.915.200;805.900
2006M02D13;7.464.900;6.279.400;10.918.400;799.400
2006M02D14;7.464.900;6.274.100;10.885.000;799.700
2006M02D15;7.465.400;6.271.300;10.922.300;799.900
2006M02D16;7.466.300;6.296.400;10.911.700;794.800
2006M02D17;7.465.300;6.292.900;10.915.800;795.800
2006M02D20;7.462.800;6.254.400;10.897.800;797.000
2006M02D21;7.462.500;6.267.800;10.940.500;794.800
2006M02D22;7.462.000;6.283.800;10.928.500;795.800
2006M02D23;7.461.000;6.239.900;10.942.300;792.900
2006M02D24;7.460.400;6.271.400;10.966.300;792.000
2006M02D27;7.459.800;6.294.100;10.953.400;789.900
2006M02D28;7.461.000;6.282.900;10.978.500;789.600
2006M03D01;7.460.400;6.240.900;10.961.500;789.700
2006M03D02;7.460.300;6.258.100;10.921.200;788.400
2006M03D03;7.461.800;6.207.800;10.893.100;788.700
2006M03D06;7.462.200;6.209.700;10.885.800;789.300
2006M03D07;7.459.800;6.261.900;10.877.500;787.500
2006M03D08;7.458.600;6.260.400;10.871.800;787.400
2006M03D09;7.459.600;6.258.100;10.877.200;791.100
2006M03D10;7.460.100;6.259.000;10.871.600;794.300
2006M03D13;7.460.000;6.257.300;10.809.200;795.400
2006M03D14;7.460.900;6.244.500;10.835.700;795.200
2006M03D15;7.461.800;6.204.700;10.826.800;794.900
2006M03D16;7.461.600;6.182.500;10.800.600;796.900
2006M03D17;7.461.600;6.123.600;10.743.800;798.900
2006M03D20;7.462.000;6.129.500;10.756.800;799.400
2006M03D21;7.462.800;6.145.300;10.750.200;796.200
2006M03D22;7.461.700;6.182.500;10.792.200;795.700
2006M03D23;7.461.400;6.189.500;10.786.300;797.800
2006M03D24;7.461.000;6.233.600;10.800.500;796.000
2006M03D27;7.461.700;6.205.200;10.840.800;797.600
2006M03D28;7.461.600;6.174.800;10.803.000;796.500
2006M03D29;7.461.700;6.211.900;10.785.100;792.600
2006M03D30;7.461.800;6.168.800;10.742.600;792.400
2006M03D31;7.462.400;6.165.200;10.715.700;791.200
2006M04D03;7.462.300;6.186.100;10.695.600;792.200
2006M04D04;7.462.800;6.108.500;10.686.300;795.400
2006M04D05;7.462.900;6.086.200;10.652.200;797.500
2006M04D06;7.463.100;6.061.600;10.653.200;800.600
2006M04D07;7.463.300;6.128.000;10.716.200;798.900
2006M04D10;7.461.900;6.167.400;10.755.100;796.600
2006M04D11;7.462.700;6.165.000;10.754.700;799.500
2006M04D12;7.462.400;6.154.600;10.789.300;800.000
2006M04D13;0.0000;0.0000;0.0000;0.0000
2006M04D18;7.462.100;6.090.500;10.791.200;801.800
2006M04D19;7.460.900;6.043.200;10.791.800;800.400
2006M04D20;7.460.600;6.042.900;10.775.000;803.200
2006M04D21;7.461.500;6.058.900;10.775.500;801.600
2006M04D24;7.460.800;6.033.800;10.783.100;798.600
2006M04D25;7.461.000;6.004.800;10.744.500;799.500
2006M04D26;7.460.100;6.004.100;10.718.500;801.000
2006M04D27;7.460.200;6.009.500;10.721.800;799.400
2006M04D28;7.460.800;5.951.000;10.747.300;802.500
2006M05D01;7.458.100;5.902.700;10.785.400;804.000
2006M05D02;7.457.000;5.898.100;10.828.400;800.300
2006M05D03;7.457.100;5.908.000;10.856.200;801.100
2006M05D04;7.457.100;5.922.100;10.902.200;799.600
2006M05D05;7.457.000;5.877.200;10.857.600;799.900
2006M05D08;7.457.300;5.846.100;10.892.900;802.000
2006M05D09;7.457.400;5.873.400;10.910.600;800.100
2006M05D10;7.457.800;5.836.000;10.869.800;799.600
2006M05D11;7.457.100;5.864.300;10.927.800;798.600
2006M05D12;0.0000;0.0000;0.0000;0.0000
2006M05D15;7.454.300;5.811.900;10.942.900;794.200
2006M05D16;7.455.800;5.817.100;10.946.700;793.300
2006M05D17;7.455.400;5.787.500;10.975.100;795.000
2006M05D18;7.452.800;5.836.200;10.999.600;794.900
2006M05D19;7.455.300;5.839.500;10.962.100;795.600
2006M05D22;7.455.800;5.846.300;10.959.600;797.300
2006M05D23;7.455.500;5.806.000;10.930.200;800.800
2006M05D24;7.456.300;5.802.100;10.919.400;800.100
2006M05D26;7.458.000;5.827.900;10.887.600;801.400
2006M05D29;7.457.500;5.845.400;10.878.900;802.300
2006M05D30;7.457.300;5.808.300;10.891.300;804.200
2006M05D31;7.457.800;5.795.600;10.873.000;804.000
2006M06D01;7.458.200;5.856.000;10.892.700;804.900
2006M06D02;7.458.500;5.820.100;10.859.000;807.900
2006M06D06;7.459.200;5.806.200;10.830.800;809.900
2006M06D07;7.458.700;5.832.100;10.844.300;808.700
2006M06D08;7.458.600;5.856.800;10.804.900;809.600
2006M06D09;7.456.400;5.890.200;10.855.900;808.300
2006M06D12;7.455.300;5.930.100;10.925.100;809.700
2006M06D13;7.454.400;5.929.800;10.908.600;805.400
2006M06D14;7.454.500;5.933.700;10.919.900;804.100
2006M06D15;7.454.700;5.911.700;10.926.600;803.600
2006M06D16;7.454.000;5.892.000;10.915.200;804.200
2006M06D19;7.454.700;5.920.700;10.934.700;803.200
2006M06D20;7.455.000;5.942.100;10.924.700;807.300
2006M06D21;7.453.400;5.900.400;10.872.900;809.900
2006M06D22;7.455.800;5.925.800;10.847.200;807.400
2006M06D23;7.456.400;5.964.200;10.837.800;808.600
2006M06D26;7.456.200;5.936.000;10.804.500;808.900
2006M06D27;7.457.200;5.934.000;10.796.600;807.800
2006M06D28;7.457.200;5.932.500;10.802.100;807.600
2006M06D29;7.458.300;5.952.800;10.791.900;807.400
2006M06D30;7.459.200;5.867.400;10.777.600;807.400
2006M07D03;7.459.700;5.832.400;10.759.700;809.400
2006M07D04;7.460.500;5.832.600;10.767.800;812.000
2006M07D05;7.460.200;5.831.000;10.754.200;812.900
2006M07D06;7.459.600;5.857.600;10.748.700;812.400
2006M07D07;7.459.100;5.837.500;10.741.000;813.500
2006M07D10;7.459.200;5.849.400;10.778.400;813.300
2006M07D11;7.459.400;5.856.900;10.775.600;811.800
2006M07D12;7.459.400;5.863.400;10.787.300;814.100
2006M07D13;7.459.700;5.877.500;10.815.900;812.400
2006M07D14;7.459.300;5.889.200;10.849.900;810.400
2006M07D17;7.458.700;5.947.500;10.834.800;807.500
2006M07D18;7.459.800;5.953.100;10.891.800;806.200
2006M07D19;7.461.000;5.977.400;10.913.500;805.900
2006M07D20;7.460.100;5.900.600;10.922.500;808.200
2006M07D21;7.460.000;5.883.300;10.924.000;807.000
2006M07D24;7.460.400;5.905.500;10.945.400;805.700
2006M07D25;7.461.200;5.904.700;10.919.400;805.300
2006M07D26;7.461.000;5.927.500;10.905.500;807.000
2006M07D27;7.461.400;5.858.100;10.905.300;806.700
2006M07D28;7.461.900;5.892.200;10.933.200;807.600
2006M07D31;7.461.800;5.844.600;10.904.300;808.200
2006M08D01;7.462.000;5.848.400;10.914.100;810.200
2006M08D02;7.461.100;5.829.900;10.937.600;811.100
2006M08D03;7.461.100;5.837.600;11.003.800;810.700
2006M08D04;7.461.500;5.832.900;11.039.400;808.500
2006M08D07;7.461.300;5.806.500;11.070.200;812.300
2006M08D08;7.461.400;5.811.500;11.073.600;812.500
2006M08D09;7.460.600;5.792.800;11.047.800;814.000
2006M08D10;7.460.600;5.802.800;11.049.500;811.900
2006M08D11;7.460.700;5.840.100;11.072.600;811.400
2006M08D14;7.460.800;5.866.300;11.063.700;810.900
2006M08D15;7.460.800;5.863.100;11.075.200;809.500
2006M08D16;7.460.700;5.831.900;11.033.300;810.000
2006M08D17;7.461.600;5.793.600;10.987.500;811.600
2006M08D18;7.461.400;5.828.300;10.967.000;810.300
2006M08D21;7.461.200;5.775.400;10.959.500;810.200
2006M08D22;7.461.000;5.823.400;10.997.900;811.200
2006M08D23;7.461.500;5.823.800;11.016.500;810.900
2006M08D24;7.460.700;5.814.600;11.013.700;811.800
2006M08D25;7.460.800;5.846.100;11.033.400;808.900
2006M08D28;7.460.500;5.828.500;11.044.400;806.800
2006M08D29;7.460.900;5.825.200;11.061.400;806.600
2006M08D30;7.459.700;5.819.700;11.067.000;806.300
2006M08D31;7.459.400;5.804.500;11.065.700;805.000
2006M09D01;7.459.900;5.820.300;11.087.800;800.800
2006M09D04;7.460.600;5.805.000;11.056.800;800.700
2006M09D05;7.459.900;5.823.500;11.052.500;800.200
2006M09D06;7.460.400;5.831.600;10.985.700;802.100
2006M09D07;7.460.800;5.860.300;10.979.000;799.800
2006M09D08;7.460.700;5.868.600;10.982.900;800.500
2006M09D11;7.461.100;5.868.900;10.946.400;805.000
2006M09D12;7.460.600;5.870.300;10.995.700;808.400
2006M09D13;7.459.700;5.884.400;11.026.100;806.600
2006M09D14;7.460.200;5.863.600;11.063.600;806.600
2006M09D15;7.460.600;5.886.100;11.070.800;808.700
2006M09D18;7.460.700;5.890.800;11.056.200;811.600
2006M09D19;7.461.300;5.896.400;11.083.300;813.300
2006M09D20;7.460.500;5.885.500;11.083.800;809.400
2006M09D21;7.459.400;5.859.200;11.123.500;809.100
2006M09D22;7.460.200;5.820.600;11.074.300;805.800
2006M09D25;7.459.500;5.842.300;11.113.700;801.900
2006M09D26;7.459.100;5.875.600;11.141.300;803.000
2006M09D27;7.459.500;5.881.000;11.116.200;804.100
2006M09D28;7.460.000;5.868.000;11.016.800;805.400
2006M09D29;7.457.600;5.890.700;11.004.300;803.600
2006M10D02;7.457.200;5.878.800;11.000.400;799.100
2006M10D03;7.456.500;5.854.200;11.059.800;799.500
2006M10D04;7.456.600;5.878.700;11.058.300;799.800
2006M10D05;7.456.500;5.861.600;11.028.700;802.700
2006M10D06;7.455.900;5.887.500;11.080.200;803.600
